"id","conference","title","work_type","url","parent_session"
"8133","43","Visual Exploration of Musicians and Institutions","1","https://eadh2018.exordo.com/programme/presentation/39",""
"8134","43","Interactive Visual Exploration of Engineers' Biographies","1","https://eadh2018.exordo.com/files/papers/54/final_draft/Interactive_Visual_Exploration_of_Engineers_Biographies.pdf",""
"8135","43","The canon of Dutch literature according to Wikipedia: A network analysis of 2286 Wikipedia-entries on Dutch authors","1","https://eadh2018.exordo.com/files/papers/104/final_draft/Abstract_Long_Paper_EADH_2018_Van_der_Deijl___Smeets_final_version.pdf",""
"8136","43","Versionskontrollsysteme als Grundlage für einen kollaborativen wissenschaftlichen Diskurs","1","https://eadh2018.exordo.com/files/papers/33/final_draft/Versionskontrollsysteme_final.pdf",""
"8137","43","Sechs Wege der Modellierung von Textverknüpfungen mit Linked Open Data","1","https://eadh2018.exordo.com/files/papers/105/final_draft/Sechs_Wege_der_Modellierung_von_Textverknu_pfungen_mit_Linked_Open_Data.pdf",""
"8138","43","Conceptual Integration of Archives, Data, Information and Information Technology for Digital Memory Applications: The CMDMA Model","1","https://eadh2018.exordo.com/programme/presentation/44",""
"8139","43","Raw and Dirty: A case study on data curation for literary research","1","https://eadh2018.exordo.com/files/papers/27/final_draft/Benatti_King_EADH_final.pdf",""
"8140","43","Towards Tool Criticism: Complementing Manual with Computational Literary Analyses","1","https://eadh2018.exordo.com/files/papers/89/final_draft/ToolCriticism_MJ.pdf",""
"8141","43","Word Deaths: Oxford English Dictionary as Historical Data","1","https://eadh2018.exordo.com/programme/presentation/47",""
"8142","43","Poetry in Motion: quantified self data and automated poetry generation","1","https://eadh2018.exordo.com/files/papers/117/final_draft/EverVerse_EADH2018_proposal.pdf",""
"8143","43","Exploratory Data Analysis for Poetry","1","https://eadh2018.exordo.com/programme/presentation/49",""
"8144","43","Characterization of literary styles by the automatic extraction of the reported speeches in the novels of Victor Hugo","1","https://eadh2018.exordo.com/programme/presentation/50",""
"8145","43","Engaging with the diversity of data: knowledge sources in the Dictionnaire Universel","1","https://eadh2018.exordo.com/programme/presentation/51",""
"8146","43","Capta versus data: historical heuristics, criticism and interpretation in the digital age","1","https://eadh2018.exordo.com/files/papers/94/final_draft/Volodin_EADH-2018.pdf",""
"8147","43","Research Communities, Identities and Data: The findings of the DARIAH Community Engagement Working Group","1","https://eadh2018.exordo.com/programme/presentation/53",""
"8148","43","A First Attempt Towards General Purpose Data Model for Historical Databases","1","https://eadh2018.exordo.com/programme/presentations",""
"8149","43","""Linked Data"" and Knowledge Modelling in Literary Studies: An Ontology for the Representation of Knowledge on Intertextuality in Literature","1","https://eadh2018.exordo.com/files/papers/154/final_draft/abstract_english.pdf",""
"8150","43","KEYNOTE 2: Data in Virtual Reconstructions of Cultural Heritage","8","https://eadh2018eadh.files.wordpress.com/2018/12/eadh2018_programme_5dec1.pdf",""
"8151","43","Dealing with Large-Scale Archaeological Data. Spatial Analysis on the Christianisation of the Rural Countryside of Medieval Hungary","1","https://eadh2018.exordo.com/files/papers/97/final_draft/Abstract.pdf",""
"8152","43","Modelling multi-disciplinary knowledge for a research platform in early modern pharmacy and botany","1","https://eadh2018.exordo.com/programme/presentation/57",""
"8153","43","Ein frühneuzeitlicher Self-Tracker und sein Datenpool: Johann Christian Senckenbergs ""Observationes in me ipso factae""","1","https://eadh2018.exordo.com/programme/presentation/58",""
"8154","43","A FRBROO-based annotation ontology for digital editing","1","https://eadh2018.exordo.com/files/papers/93/final_draft/A_FRBROO-based_annotation_ontology_for_digital_editing__Final_.pdf",""
"8155","43","Porting the “Thirty-Six Dramatic Situations” to a Multilingual Ontology","1","https://eadh2018.exordo.com/files/papers/141/final_draft/Porting_the_36_situations_to_an_Ontology_final.pdf",""
"8156","43","Structuring Humanities’ Data through Formal Domain Ontologies: A Use Case from the Domain of Ancient Greek Dress","1","https://eadh2018.exordo.com/files/papers/172/final_draft/EADH__submission_for_long_paper.pdf",""
"8157","43","The unknown and the uncertain. A data discovery journey from an analogous data collection to an interactive exploration space","1","https://eadh2018.exordo.com/files/papers/159/final_draft/exploreAT__EADH_final.pdf",""
"8158","43","A Tale of Two Suburbs: A GIS Analysis of the 1911 Census for Rathmines and Pembroke","1","https://eadh2018.exordo.com/files/papers/119/final_draft/A_Tale_of_Two_SuburbsAbstract_DW.pdf",""
"8159","43","Leveraging on the power of expert content curation: the OpenMethods metablog","1","https://eadh2018.exordo.com/programme/presentation/64",""
"8160","43","Poetry and Digital Humanities making interoperability possible in a divided world of digital poetry: POSTDATA project","1","https://eadh2018.exordo.com/files/papers/32/final_draft/galway_2018_final.pdf",""
"8161","43","The Shape of Time and Storifying Data: Modeling Historical Processes and their Temporal Dimension in Knowledge Graphs","1","https://eadh2018.exordo.com/files/papers/45/final_draft/The_ShapeOfTime_StoryfyingData_AbstractShortPaper_Final_SV.pdf",""
"8162","43","The Project Gutenberg Ontology","1","https://eadh2018.exordo.com/files/papers/55/final_draft/project-gutenberg-ontology.pdf",""
"8163","43","Aggregation und Vernetzung projektübergreifender Metadaten: ein Erfahrungsbericht","1","https://eadh2018.exordo.com/programme/presentation/68",""
"8164","43","Creating and publishing manuscript metadata in TEI: problems and solutions","1","https://eadh2018eadh.files.wordpress.com/2018/12/eadh2018_programme_5dec1.pdf",""
"8165","43","Co-creation of a thesaurus at the interface of cultural lexicography & cultural infrastructures: the case-study topothek.at & exploreAT!","1","https://eadh2018.exordo.com/files/papers/145/final_draft/EADH2018-Topothek-final-submission.pdf",""
"8166","43","Cultural Interaction in Early Roman Spain through Linked Open Data","1","https://eadh2018.exordo.com/files/papers/101/final_draft/EADH_abstract_Final_3.pdf",""
"8167","43","Linked Ancient World Data: The User Experience","1","https://eadh2018.exordo.com/files/papers/127/final_draft/EADHProposal_Final.pdf",""
"8168","43","The Irish Rising of 1916: Computational Analysis of The Property Losses Committee, Insurance claims","1","https://eadh2018.exordo.com/programme/presentation/73",""
"8169","43","Modelling Scale in Historiographical Data","1","https://eadh2018.exordo.com/files/papers/168/final_draft/ModellingScaleInHistoriographicalData.pdf",""
"8170","43","Creating richly annotated linguistic corpora for languages with few linguistic resources","1","https://eadh2018.exordo.com/programme/presentation/78",""
"8171","43","Data Philosophy","1","https://eadh2018.exordo.com/programme/presentation/75",""
"8172","43","“Obscurum vocabulum” - Data as coded knowledge. Tackling the challenge of implicit knowledge in data modeling using the example of alchemical literature","1","https://eadh2018.exordo.com/files/papers/42/final_draft/EADH_Galway.pdf",""
"8173","43","Beyond data modelling","1","https://eadh2018.exordo.com/files/papers/84/final_draft/Abstract_Long_paper_Ciula__Eide__Marras__Sahle.pdf",""
"8174","43","Against “version”: typed variant relations as an alternative to this abused word","1","https://eadh2018.exordo.com/programme/presentation/79",""
"8175","43","Data science and the language question in digital humanities pedagogy: the example of Programming Historian","1","https://eadh2018.exordo.com/files/papers/99/final_draft/Data-science-language-question-PH.pdf",""
"8176","43","A research-oriented and case-based data federation for the Humanities","1","https://eadh2018.exordo.com/programme/presentation/81",""
"8177","43","Genre Classification in Novels: A Hard Task for Humans and Machines?","1","https://eadh2018.exordo.com/files/papers/46/final_draft/20181205_genre_classification_human_vs_machines.pdf",""
"8178","43","Can We Describe a Literary Character by Its Explicit Attributions Based on Syntactic Annotation?","1","https://eadh2018.exordo.com/files/papers/108/final_draft/Abstract_EADH.pdf",""
"8180","43","Who is the author? Modeling creative relations in television writing","1","https://eadh2018.exordo.com/programme/presentation/84",""
"8181","43","HistoGIS - A Geographical Information System, workbench and repository to retrieve, collect, create, enrich and preserve historical temporalized spatial data sets","1","https://eadh2018.exordo.com/programme/presentation/85",""
"8182","28","Epistemology","23","",""
"8183","28","Toward a rationale of electronic textual criticism","1","","8182"
"8184","28","Metaphora ex machina: how to use the creative potential of the humanities for the ""hard sciences""","1","","8182"
"8185","43","Possibilities and peculiarities of application of census data for identification and GIS-mapping of assimilation rates","1","https://eadh2018.exordo.com/files/papers/144/final_draft/polovyi_abstract_possibilities_of_census_data__.pdf",""
"8186","28","Against the quest for ""zero meaning,"" Theory and practice of a computer based analysis of ""action""-structures in literary texts","1","","8182"
"8187","43","Lab In Virtuo : A Intelligent Virtual Environment dedicated to History and Heritage of Industrial Landscapes","1","https://eadh2018.exordo.com/programme/presentation/87",""
"8188","28","Databases","23","",""
"8189","28","Conceptual modeling versus visual modeling: a technological key to building consensus","1","","8188"
"8190","28","Automatic recognition of textual structures of dictionaries","1","","8188"
"8191","43","Progressive Visual Decision Making for Digital Humanities (PROVIDEDH): Conceputal outline and crowd-sourcing sources of uncertainties","1","https://eadh2018.exordo.com/files/papers/165/final_draft/PROVIDEDH_EADH_final.pdf",""
"8192","28","Automatic representation of the semantic content of complex legal texts","1","","8188"
"8193","43","Exploring biographies: finding new group members based on significant terms","1","https://eadh2018.exordo.com/files/papers/125/final_draft/Exploring_biographies.pdf",""
"8194","28","Computational linguistics","23","",""
"8195","43","Wikipedia Mention Graphs by Example","1","https://eadh2018.exordo.com/files/papers/37/final_draft/MentionGraphsEADH.pdf",""
"8196","28","Des mots et des nombres","1","","8194"
"8197","43","Reader experience labeling automatized: Text similarity classification of user-generated book reviews","1","https://eadh2018.exordo.com/files/papers/76/final_draft/Goodreads_EADH2018_Final.pdf",""
"8198","28","Hierarchie sur les regles syntactiques et semantiques pour l'analyse des textes","1","","8194"
"8199","43","Kima: a text-based historical gazetteer in Hebrew Script","1","https://eadh2018.exordo.com/programme/presentation/93",""
"8200","28","Une approche computationnelle de la coordination de categories differentes en fran'cais","1","","8194"
"8201","43","On the Way to Semantic Interoperability for Historical Data: the Data for History Consortium","1","https://eadh2018.exordo.com/files/papers/22/final_draft/Panel29_Abstracts.pdf",""
"8202","28","Greek","23","",""
"8203","28","The Loom and the Weaver: Hypertext and Homer's Odyssey?","1","","8202"
"8204","28","Project Archelogos","1","","8202"
"8205","28","An Analysis of the Literary Style of Poet A. Sikelianos: A Computer Based Approach","1","","8202"
"8206","28","Humanities computing","23","",""
"8207","28","Redirecting Humanities Computing: Emphasizing Technique in Support of Point of View","1","","8206"
"8208","28","From Margin to Mainstream, Creating a Broad-Based Humanities Computing User Community at the University of Virginia","1","","8206"
"8209","43","Creation and Sharing of Data for Medieval Vernacular Texts: The Case of Middle High German","1","https://eadh2018.exordo.com/programme/presentation/96",""
"8210","28","Resources and structures to support Humanities Computing","1","","8206"
"8211","43","Retro-digitizing and Automatically Structuring a Large Bibliography Collection","1","https://eadh2018.exordo.com/files/papers/95/final_draft/EADH2018_Lindemann_et_al.pdf",""
"8212","43","Narrative as data: encoding and analysing narrative time features in modernist fiction","1","https://eadh2018.exordo.com/files/papers/109/final_draft/EADH_abstract.pdf",""
"8213","28","Textual studies","23","",""
"8214","43","About the importance of “smart” data, or small amounts of highquality data in historic newspaper research","1","https://eadh2018.exordo.com/programme/presentation/99",""
"8215","28","Traitement electronique des donnees en histoire de la litterature fran'caise, bilan premier","1","","8213"
"8216","28","Stylistique litteraire assistee par ordinateur","1","","8213"
"8217","43","Introduction to Digital Humanities: Course Based on Data Types","1","https://eadh2018.exordo.com/files/papers/151/final_draft/gagarina-eadh-final.pdf",""
"8218","28","Recherche sur texte(s): l'art reste difficile!","1","","8213"
"8219","28","Hypertext","23","",""
"8220","28","On Writing Hypertexts: Tools for Information Farming","1","","8219"
"8221","28","Aquanet and VIKI","1","","8219"
"8222","28","Directions in Hypertext Research: Four systems. An Introduction","1","","8219"
"8223","28","Knowledege-Based Hypertext","1","","8219"
"8224","28","Computer Support for Authoring with a Cooperative Hypermedia System","1","","8219"
"8225","28","TACT","23","",""
"8226","28","TACT applique a un corpus de poemes, Alcools de Guillaume Appolinaire","1","","8225"
"8227","28","Acquisition de la langue assistee par TACT","1","","8225"
"8228","28","Vers un corpus electronique de chansons de geste indexees sous TACT","1","","8225"
"8229","28","Linguistics and the computer","23","",""
"8230","28","The Computerization of Linguistics","1","","8229"
"8231","28","Grammar Development Environments in Teaching and Research","1","","8229"
"8232","28","Computer Assisted Learning of Computational Linguistics","1","","8229"
"8233","28","English literature","23","",""
"8234","28","The Ring of ""The Lord of the Rings"": A Dimensional Analysis of Narrative and Dialogue","1","","8233"
"8235","28","The Canterbury Tales Project","1","","8233"
"8236","28","Temporal and Topographical references in Robinson Crusoe","1","","8233"
"8237","28","Lexicometry and politics","23","",""
"8238","28","Pour une analyse du discours politique assistee par ordinateur","1","","8237"
"8239","28","L'analyse de discours et la lexicometrie. Le ""Pere Duchesne"" et le mouvement cordelier (1793-1794)","1","","8237"
"8240","28","L'approche statistique d'une serie textuelle chronologique : les discours du General Franco","1","","8237"
"8241","28","Corpora","23","",""
"8242","28","Introducing the SUC: A large Balanced Corpus, Linguistically Analyzed and Marked-up in Accordance with Recommendations Issued by the Text Encoding Initiative","1","","8241"
"8243","28","The ULAS Corpus of Ancient Chinese Texts--Implications for the Study of the Language and the Texts of Chinese Antiquity","1","","8241"
"8244","28","Automatic Tagging of Turns in the London- Lund Corpus with respect to Type of Turn, and ERMAN (Britt), Computer analysis of female and male conversational strategies in same-sex and mixed-sex interaction in the London-Lund Corpus","1","","8241"
"8245","28","History and the computer","23","",""
"8246","28","Spreading the word, the imperial dissemination of English employement law, 1562- 1950--a textual approach","1","","8245"
"8247","28","The Parisian Stage from 1789 to 1799, a Study of the Social, Economic and Political Contexts of Text","1","","8245"
"8248","28","A Growing Fascination with Dialogue: Bibliographic Databases and the Recent History of Ideas","1","","8245"
"8249","28","Literary statistics","23","",""
"8250","28","Corneille et Racine","1","","8249"
"8251","28","Distribution irreguliere des mots-themes","1","","8249"
"8252","28","La richesse du vocabulaire","1","","8249"
"8253","28","Preservation","23","",""
"8254","28","Digital imaging and diachronical lexicography: a proposal for the old printed French Dictionaries Archive of the Bibliotheque de France","1","","8253"
"8255","28","Morphing anglo-saxon scripts","1","","8253"
"8256","28","Using digital images of texts in humanities research","1","","8253"
"8257","28","Non European languages","23","",""
"8258","28","Tagging navajo texts for linguistic research--A database capture methodology","1","","8257"
"8259","28","Morphological profiles: extracting categories of Tzotzil verbal roots from textual and lexical corpora","1","","8257"
"8260","28","Designing a Chinese Syntax Checker for Language Instruction","1","","8257"
"8261","28","Statistics and methodology","23","",""
"8262","28","[Unknown Title]","1","","8261"
"8263","28","Elements de choroscopie geolinguistique: du calcul numerique a la modelisation des donnees linguistiques: traitement de donnees empiriques dans le cadre d'une theorie de la variabilite langagiere","1","","8261"
"8264","28","Discrimination a partir de textes","1","","8261"
"8265","28","Hypertext and English literature","23","",""
"8266","28","The Shakespeare Interactive Archive and the Future of Multimedia Interpretive Research","1","","8265"
"8267","28","Towards a Hypermedia Edition of the Poems of W.B. Yeats","1","","8265"
"8268","28","The Stage and Beyond: Theater as a Model for Multimedia Design","1","","8265"
"8269","28","Hamlet on the Holodeck or Towards an Aesthetics of Cyberspace","1","","8265"
"8270","28","Large projects","23","",""
"8271","28","L'informatisation du dictionnaire T.L.F.","1","","8270"
"8272","28","Texts and Libraries","1","","8270"
"8273","28","Vers un systeme de reconnaissance de concepts dans un corpus textuel","1","","8270"
"8274","28","Metrics","23","",""
"8275","28","Phonological Patterning in Old English Prose and Verse","1","","8274"
"8276","28","Analysis of a Large Corpus of Poetry by a Connectionist Model of Poetic Meter","1","","8274"
"8277","28","Computer analysis and the process of interpretation: the meter of Dante's Divine Comedy","1","","8274"
"8278","28","CALL","23","",""
"8279","28","Tampering with the text to teach awareness of poetry's art (Theory and Practice with a Hispanic Perspective)","1","","8278"
"8280","28","Prepositional usage in French 2","1","","8278"
"8281","28","Developing an English writing tool and grammar checker for French-speakers","1","","8278"
"8282","28","Approaches","23","",""
"8283","28","TELA, un logiciel multi-media pour le traitement de la langue et de la civilisation latines","1","","8282"
"8284","28","Propositions pour une methode d'analyse du discours entrepreneurial bresilien","1","","8282"
"8285","28","Constitution d'une base lexicale verbale","1","","8282"
"8286","28","Standardization","23","",""
"8287","28","Standardization in linguistic resources: EAGLES and its first result","1","","8286"
"8288","28","Let's not rebuild the encoding Tower of Babel","1","","8286"
"8289","28","Modeling and method: encoding names in Ovid's Metamorphoses","1","","8286"
"8290","28","The Odd System of Tag Set Documentation","1","","8286"
"8291","28","Text theory","23","",""
"8292","28","Derivational Productivity and Text Typology","1","","8291"
"8293","28","Discourse structure and linguistic information","1","","8291"
"8294","28","Cohesion, Information and Verbal Transitions","1","","8291"
"8295","28","Corpus exploration","23","",""
"8296","28","Strategie pour la detection semi-automatique de neologismes de presse","1","","8295"
"8297","28","De la scurit sociale  l'inscurit. Le modle social belge dans le lexique des dclarations gouvernementales","1","","8295"
"8298","28","Questions de mthodes autour d'un thesaurus informatis de configurations narratives","1","","8295"
"8299","28","Textual analysis","23","",""
"8300","28","What Scientific Visualization Can Teach Us about Text Analysis","1","","8299"
"8301","28","Category Theory--a mathematical breakthrough for the humanities","1","","8299"
"8302","28","Applying Advances in Software Engineering to the Domain of Text Analysis Software.","1","","8299"
"8303","28","Speech and spelling","23","",""
"8304","28","Italian Text-to-Speech Synthesis: the Linguistic Processor","1","","8303"
"8305","28","SYNTPARSE and SYNTCHECK","1","","8303"
"8306","28","Computer technology in the understanding and reduction of foreign accent: Toward more objectivity and a better consensus","1","","8303"
"8307","28","Models and methods","23","",""
"8308","28","La construction discursive du sens : un modele categorique","1","","8307"
"8309","28","Modelisation des representations sociales par l'analyse lexicale des enonces de dictionnaires : une nouvelle approche pour la psychologie sociale.","1","","8307"
"8310","28","Pour une utilisation raisonnee de l'informatique dans les sciences humaines","1","","8307"
"8311","28","Quantitative linguistics","23","",""
"8312","28","Occupational termes in Italian--A corpus based approach","1","","8311"
"8313","28","Computer- aided Methods for the Analysis of Verbal Data in Ethnography and Interpretative Sociology","1","","8311"
"8314","28","Linguistic Theory and Computer Modeling of Linguistic Survey Data","1","","8311"
"8315","14","Production in the Spanish Empire During the Administration of the Duke of Lerma (1598-1618)","10","http://dh2013.unl.edu/abstracts/ab-378.html",""
"8316","28","The psychological dimension","23","",""
"8317","28","Male Language/Female Language and Translation: A Computer-Based Approach","1","","8316"
"8318","28","A cross-linguistic study of stream-of- consciousness techniques","1","","8316"
"8319","28","Creating and Searching a Reader Response Database on Modern Drama","1","","8316"
"8320","28","Lexical statistics","23","",""
"8321","28","Quels outils pour quelle linguistique ?","1","","8320"
"8322","28","Analyse statistique d'un corpus sociopolitique : quelles unites? Application a un corpus de Congres syndicaux CGT (1972 a 1992)","1","","8320"
"8323","28","Lexicometrie et structures de l'enonciation","1","","8320"
"8324","28","Projects","23","",""
"8325","28","Electronic writing: the CONST-Project","1","","8324"
"8326","28","Qbic Visual Query","1","","8324"
"8327","28","Testbeds and Tool Development in the Humanities","1","","8324"
"8328","28","Stylometry","23","",""
"8329","28","Stylometry reconsidered: some points of method","1","","8328"
"8330","28","Discriminating Paul","1","","8328"
"8331","28","New experiments on authorship attribution","1","","8328"
"8332","28","Language and machine","23","",""
"8333","28","Analyse de premiere approche du langage naturel a base de connaissances pour la construction de thesaurus","1","","8332"
"8334","28","Informatique, langues de specialites et aide a la traduction","1","","8332"
"8335","28","Actes de langages: Statistique lexicale et protocole d'enquete","1","","8332"
"8336","28","Teaching computers and the humanities","23","",""
"8337","28","Curriculum ex machina: DEUG, Licence, Matrise, DEA, post-DEA","1","","8336"
"8338","28","Minor in Computing in the Liberal Arts","1","","8336"
"8339","28","Corso di Perfezionamento Informatica per le Scienze Umanistiche","1","","8336"
"8340","28","Humanities Computing Courses at King's College London","1","","8336"
"8341","28","Graduate Courses in Humanities Computing","1","","8336"
"8342","28","Generated literature","23","",""
"8343","28","La generation de textes litteraires: cas particulier ou discipline a part?","1","","8342"
"8344","28","Pourquoi ecrire avec un ordinateur?","1","","8342"
"8345","28","Lire l'hypertexte","1","","8342"
"8346","28","L'hypertexte de fiction: Naissance d'un nouveau genre","1","","8342"
"8347","28","Formes poetiques visuelles et ordinateur","1","","8342"
"8348","28","Hypermedia","23","",""
"8349","28","Interactive interpretation of Shakespeare's Hamlet","1","","8348"
"8350","28","Linking Concepts within a Hypermedia Shell Designed for Literary Research","1","","8348"
"8351","28","In Search of Metaphor for Hypermedia: The Enriched Lecture","1","","8348"
"8352","28","Applications","23","",""
"8353","28","""Jesuit Plantation Project"": Integrating Research and Pedagogy through an Electronic Archive Project in an American Studies Curriculum","1","","8352"
"8354","28","Enhanced Content Analysis of Inflected Languages Through A System of Computer-Assisted Lemmatization","1","","8352"
"8355","28","Strategies and tools for safer computing in the humanities","1","","8352"
"8356","28","Le projet GRAPHIST et la recherche en industries de la langue","1","","8352"
"8357","28","Modelisation d'une typologie","1","","8352"
"8358","28","Approches connexionnistes dans l'analyse de texte par ordinateur","1","","8352"
"8359","28","Bilan","1","",""
"8360","26","Digitizing Cultural Expressions - legal considerations","8","",""
"8361","26","In and out of Tags","23","https://web.archive.org/web/19981206151839/http://gonzo.hit.uib.no/allc-ach96/Panels/Huitfeldt/Huitfeny.html",""
"8362","26","Quality Assurance In Between Tags","1","","8361"
"8363","26","Attributes: A Problem","1","","8361"
"8364","26","Attributes: A Solution","1","","8361"
"8365","26","Distance learning","23","",""
"8366","26","The Absalon project: Electronic learning tools in history","1","https://web.archive.org/web/19990219173655/http://www.hit.uib.no/allc/oldervol.pdf","8365"
"8367","26","A Multimedia History of Japan from the Aizu Point of View","1","https://web.archive.org/web/19991013152344/http://www.hit.uib.no/allc/goodwin.pdf","8365"
"8368","26","Corpora","23","",""
"8369","26","Automated retrieval of passives from native and learner corpora: precision and recall","1","https://web.archive.org/web/19981202125029/http://www.hit.uib.no/allc/granger.pdf","8368"
"8370","26","Collocation and the rhetoric of scientific ideas. Corpus linguistics as a methodology for genre analysis.","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/gledhill.pdf",""
"8371","26","Collocation and the rhetoric of scientific ideas. Corpus linguistics as a methodology for genre analysis.","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/gledhill.pdf","8368"
"8372","26","Using word frequency lists to measure similarity between corpora","1","https://web.archive.org/web/19981207014719/http://www.hit.uib.no/allc/kilgarny.pdf","8368"
"8373","26","Demonstration of TATOE: Text Analysis Tool with Object Encoding","2","https://web.archive.org/web/19981206080053/http://gonzo.hit.uib.no/allc-ach96/demos/rostek.html",""
"8374","26","A ToolBook Application: Using Computer Puzzles To Teach Critical-Thinking Skills","2","",""
"8375","26","CASTLE - Computer Assisted Tutoring and Learning Environment","2","https://web.archive.org/web/19981202001013/http://gonzo.hit.uib.no/allc-ach96/demos/harrieha.html",""
"8376","26","A Demonstration of the Linear Modeling Kit","2","https://web.archive.org/web/19981202224205/http://gonzo.hit.uib.no/allc-ach96/demos/Stewart.html",""
"8377","26","Tools for Critical Editing","2","https://web.archive.org/web/19981202073128/http://gonzo.hit.uib.no/allc-ach96/demos/ott1.html",""
"8378","26","A Project Demonstration of `Peripeteia': CAI Software for Teaching Literary and Rhetorical Terms","2","https://web.archive.org/web/19981206020811/http://gonzo.hit.uib.no/allc-ach96/demos/flinn.html",""
"8379","26","Software for Humanities Computing: Image Annotation, Unicode, and SGML packages from the Institute for Advanced Technology in the Humanities","1","https://web.archive.org/web/19981207053447/http://gonzo.hit.uib.no/allc-ach96/demos/unsworth.html",""
"8380","26","The Academy Electronic Editions of Australian Literature","2","https://web.archive.org/web/19981207053443/http://gonzo.hit.uib.no/allc-ach96/demos/tiffin.html",""
"8381","26","Corpus Methods for Interlingual Machine Translation","2","https://web.archive.org/web/19981202015409/http://gonzo.hit.uib.no/allc-ach96/demos/Vanni1.html",""
"8382","26","New Research on the Stylometry of Latin Prose","23","https://web.archive.org/web/19981206164027/http://gonzo.hit.uib.no/allc-ach96/Panels/Frischer/Frischer1.html",""
"8383","26","Word-Order Transference Between Latin and Greek","1","https://web.archive.org/web/19981207073934/http://gonzo.hit.uib.no/allc-ach96/Panels/Frischer/frischer2.html","8382"
"8384","26","Is Variance of Function Words a Reliable Discriminator of Single and Multiple Author Corpora of Latin Prose? An Empirical Critique of Meissner's Studies of the Historia Augusta","1","https://web.archive.org/web/19981205053806/http://gonzo.hit.uib.no/allc-ach96/Panels/Frischer/tse.html","8382"
"8385","26","The Provenance of Christian Doctrine, attributed to John Milton: An Evaluation of Alternative Statistical Methods","1","https://web.archive.org/web/20000919102145/http://gonzo.hit.uib.no/allc-ach96/Panels/Frischer/tweedie1.html","8382"
"8386","26","CALL","23","",""
"8387","26","The use of distributed electronic classrooms in the teaching of language and literature","1","https://web.archive.org/web/19990220111036/http://www.hit.uib.no/allc/ulland.pdf","8386"
"8388","26","Multimedia, Multilingual Hyperdictionaries: A Japanese <-> English Example","1","https://web.archive.org/web/20000919103228/http://www.hit.uib.no/allc/abramso1.pdf","8386"
"8389","26","A Multimedia Authoring Tool for Language Instruction","1","https://web.archive.org/web/19990219150215/http://www.hit.uib.no/allc/nakhimov.pdf","8386"
"8390","26","Text Corpora, Tools for analysis","23","",""
"8391","26","APHRICA: A PHrase In Context Algorithm","1","https://web.archive.org/web/19981201062213/http://www.hit.uib.no/allc/dawsonny.pdf","8390"
"8392","26","Analysing Parallel Texts with ParaConc","1","https://web.archive.org/web/19990209050821/http://www.hit.uib.no/allc/barlow.pdf","8390"
"8393","26","TACT and SGML together at last: sgml2tdb","1","https://web.archive.org/web/19990209114020/http://www.hit.uib.no/allc/bradley.pdf","8390"
"8394","26","Innovations in Resources for Teaching History and Archaeology","2","https://web.archive.org/web/19981206202418/http://gonzo.hit.uib.no/allc-ach96/demos/mccormac.html",""
"8395","26","Text Comprehension","23","",""
"8396","26","PALOMAR: A Computer-aided Analysis of some Lexical and Stylistic Features","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/roventny.pdf","8395"
"8397","26","Computer-assisted data-driven text analysis with TATOE","1","https://web.archive.org/web/20000919103242/http://www.hit.uib.no/allc/alexa-ny.pdf","8395"
"8398","26","POMMIER: a classification approach for assisted textual comprehension","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/kanellos.pdf","8395"
"8399","26","Interaction in the Computer-Mediated Distance Learning Triptych: Description, Design, Implementation","23","https://web.archive.org/web/19981202220707/http://gonzo.hit.uib.no/allc-ach96/Panels/collins/collins1.html",""
"8400","26","Description","1","https://web.archive.org/web/19981206034417/http://gonzo.hit.uib.no/allc-ach96/Panels/collins/wyatt.html","8399"
"8401","26","Design","1","https://web.archive.org/web/20000919103401/http://www.hit.uib.no/allc/collins.pdf","8399"
"8402","26","Implementation","1","https://web.archive.org/web/19981203053014/http://gonzo.hit.uib.no/allc-ach96/Panels/collins/ferreira.html","8399"
"8403","26","Digital Manuscripts: Editions v. Archives","23","https://web.archive.org/web/20000919103936/http://www.hit.uib.no/allc/thaller.pdf",""
"8404","26","Text as a Data Type","1","https://web.archive.org/web/20000919103936/http://www.hit.uib.no/allc/thaller.pdf","8403"
"8405","26","Digital Editions: Variant Readings and Interpretations","1","https://web.archive.org/web/20000919103936/http://www.hit.uib.no/allc/thaller.pdf","8403"
"8406","26","Digital Archives","1","https://web.archive.org/web/20000919103936/http://www.hit.uib.no/allc/thaller.pdf","8403"
"8407","26","Literary Analysis","23","",""
"8408","26","Using a Narrative Generator to Teach Literary Theory","1","https://web.archive.org/web/19990218065706/http://www.hit.uib.no/allc/havholm.pdf","8407"
"8409","26","""So violent a metaphor."" Adam Smith's metaphorical language in the Wealth of Nations","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/rommelny.pdf","8407"
"8410","26","Integrating Computer and Multimedia Technology into German Literature Courses","1","https://web.archive.org/web/19990209150636/http://www.hit.uib.no/allc/chisholm.pdf","8407"
"8411","26","Using Computer Technology to Make Students Better and More Motivated Readers","3","https://web.archive.org/web/19981205001510/http://gonzo.hit.uib.no/allc-ach96/Panels/Haggstrom/Haggstro.html",""
