"work_id","conference_label","conference_short_title","conference_theme_title","conference_year","conference_organizers","conference_series","conference_hosting_institutions","conference_city","conference_state","conference_country","conference_url","work_title","work_url","work_authors","work_type","parent_work_id","keywords","languages","topics"
"9649","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Constructing and Analyzing Short Science Fiction at Scale","","Laure Thompson;David Mimno","paper, specified ""short paper""","","anthologies;corpus construction;science fiction;text analysis;text segmentation","","20th century;book and print history;computer science;contemporary;english;europe;north america;text mining and analysis"
"9650","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/"," Taking a Visual Turn in DH ","","Lauren Tilton","paper, specified ""short paper""","","big tent;computer vision;credit;image analysis;institutions","","20th century;contemporary;english;history;image processing and analysis;media studies;meta-criticism (reflections on digital humanities and humanities computing);north america"
"9651","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/"," Distant Viewing Toolkit: Software for the Analysis of Visual Culture ","","Lauren Tilton;Taylor Arnold","poster / demo / art installation","","computational social science;computer vision;media studies;time-based media;visual culture","","20th century;computer science;contemporary;english;global;image processing and analysis;media studies;music and sound digitization, encoding, and analysis"
"9652","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","La Enciclopedia de Banrepcultural: Una enciclopedia digital de patrimonio cultural colombiano, que nace de la colaboración de los visitantes de las Bibliotecas del Banco de la República ","","Irene Tobón Restrepo","lightning talk","","Colombia;crowdsourcing;cultural heritage","","19th century;20th century;art history;contemporary;crowdsourcing;digital biography, personography, and prosopography;english;history;south america;spanish"
"9653","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Data-driven analysis of canonical works in early modern Britain","","Mikko Tolonen;Mark J. Hill;Ali Ijaz;Ville Vaara;Leo Lahti","paper, specified ""short paper""","","canon;eighteenth century;ESTC;open science;public discourse","","15th-17th century;18th century;bibliographic analysis;book and print history;comparative (2 or more geographical areas);english;europe;history;north america;spatial & spatio-temporal analysis, modeling and visualization"
"9654","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","The Historic Graves crowdsourcing project: 10 years transcribing Irish history","","Maurizio Toscano;John Tierney","poster / demo / art installation","","Collaborative platforms;Crowdsourcing;Cultural Heritage;Ireland;Public History","","18th century;19th century;20th century;crowdsourcing;english;europe;global;history;public humanities collaborations and methods"
"9655","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Evolución y escenario actual de las Humanidades Digitales en España","","Maurizio Toscano;Aroa Rabadán;Salvador Ros;Elena González-Blanco","paper, specified ""short paper""","","Digital Humanities;digital infrastructures;Spain","","contemporary;database creation, management, and analysis;europe;history;history of science;humanities computing;spanish"
"9656","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Opening the Stage -- A Quantitative Look at Stage Directions in German Drama","","Peer Trilcke;Christopher Kittel;Nils Reiter;Daria Maximova;Frank Fischer","paper, specified ""long paper""","","corpus exploration;drama;history of literature;stage directions","","18th century;19th century;20th century;english;europe;literary studies;natural language processing;text encoding and markup language creation, deployment, and analysis"
"9657","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Automatic Labeled Data Generation for Person Named Entity Disambiguation on the Ming Shilu","","Pi-Ling Pai;I-Chun Fan;Richard Tzong-Han Tsai;Cheng-Han Wu","poster / demo / art installation","","Automatic Labeled Data Generation;BERT;Named Entity Disambiguation","","15th-17th century;artificial intelligence and machine learning;asia;computer science;english;history;natural language processing"
"9658","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Digital Approaches to Name Disambiguation of Chinese Historical Figures","","Lik Hang Tsui","lightning talk","","Biographical data;Chinese history;Gazetteers;Name disambiguation;Personal names","","15th-17th century;18th century;asia;asian studies;digital biography, personography, and prosopography;english;global;history"
"9659","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Data-Driven In-class Activities for Chinese History Pedagogy","","Lik Hang Tsui","lightning talk","","Chinese;Chinese history pedagogy;classroom activities;digital humanities pedagogy","","15th-17th century;asia;asian studies;bce-4th century;curricular and pedagogical development and analysis;education/ pedagogy;english"
"9660","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Datasets of Criminal Faces Within and Under Facial Recognition Software (FRS) From a Digital Humanities Perspective ","","Aaron Tucker;Kieran Ramnarine","paper, specified ""short paper""","","computer vision;data ethics;digital literacy;facial recognition;machine learning","","20th century;artificial intelligence and machine learning;communication studies;contemporary;digital activism and advocacy;english;media studies;north america"
"9661","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Modeling possible stories. A digital edition of Giovanni Domenico Tiepolo's Divertimento per li Regazzi ","","Rostislav Tumanov;Gabriel Viehhauser;Alina Feldmann;Barbara Koller","paper, specified ""short paper""","","CIDOC;digital art history;digital edition;Tiepolo","","18th century;art history;data modeling;english;europe;literary studies;scholarly editing and editions development, analysis, and methods"
"9662","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Does Culture Still Matter? A Cross-Cultural Perspective on Human-Robot Interaction and Artificial Intelligence","","Serdar Tuncer;Boulou Ebanda De B'Beri","lightning talk","","6D Cultural Model;Artificial Intelligence (AI);Cross-Cultural Perspective;Human Robot Interaction (HRI);Negative Attitudes Towards Robots Scale (NARS)","","artificial intelligence and machine learning;comparative (2 or more geographical areas);contemporary;cultural studies;english;humanities computing;public humanities collaborations and methods"
"9663","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","The Future of Storytelling in the Age of AI and Posthumanism","","Serdar Tuncer;Boulou Ebanda De B'Beri","lightning talk","","Anthropocene;Artificial Intelligence;Posthuman;Posthumanism;Storytelling","","artificial intelligence and machine learning;communication studies;contemporary;english;global;natural language processing;philosophy"
"9664","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Reconsidering the Roman Workshop: using machine learning to examine the processes behind inscribed texts","","Charlotte Tupman;Jacqueline Christmas;Dmitry Kangin","poster / demo / art installation","","computer science;digital classics;epigraphy;machine learning;neural networks","","artificial intelligence and machine learning;bce-4th century;computer science;english;europe;history;image processing and analysis"
"9665","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","A digital assessment tool for monitoring and planning food security interventions in rural households of Uganda ","","Robert Tweheyo","paper, specified ""short paper""","","design sciences;Digital assessment tool;food security;intervention schemata;prevalence of food insecurity","","20th century;africa;comparative (2 or more geographical areas);contemporary;digital ecologies and digital communities creation management and analysis;digital research infrastructures development and analysis;english;humanities computing;sociology;south america"
"9666","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Promoting Library Accessibility and Outreach with Special Collections in Virtual Reality","","Julia DeWall Uhr","lightning talk","","fairy-tales;library;VR","","18th century;19th century;20th century;english;library & information science;literary studies;north america;software development, systems, analysis and methods;virtual and augmented reality creation, systems, and analysis"
"9667","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Explore Plato’s Cave in Virtual Reality","","Julia DeWall Uhr","lightning talk","","Philosophy;Plato;VR","","bce-4th century;english;europe;history;philosophy;public humanities collaborations and methods;virtual and augmented reality creation, systems, and analysis"
"9668","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Machine Learning for Literary Criticism: Analyzing Forms, Genres, and Figurative Language","","Michael Ullyot;Adam James Bradley","paper, specified ""short paper""","","genre;neural networks;poetics;sonnets;topic modelling","","15th-17th century;19th century;artificial intelligence and machine learning;english;europe;linguistics;literary studies;north america;text mining and analysis"
"9669","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","The Hierarchy of Characters: Quantitative Dominance Relations in Russian Drama","","Eugenia Ustinova","poster / demo / art installation","","digital literary studies;drama;Network analysis","","18th century;19th century;20th century;english;global;literary studies;network analysis and graphs theory and application"
"9670","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","By the People at the Library of Congress","","Victoria Anne Van Hyning","poster / demo / art installation","","crowdsourcing;cultural heritage;libraries;open data;public humanities","","15th-17th century;19th century;20th century;crowdsourcing;english;global;library & information science;public humanities collaborations and methods"
"9671","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Using and Sharing Crowdsourced Data","","Victoria Anne Van Hyning;Heather Froehlich;Samantha Nicole Blickhan","moderated discussion / birds of a feather (BoF)","","crowdsourcing;data reuse;open data;public humanities","","15th-17th century;19th century;contemporary;crowdsourcing;data publishing projects, systems, and methods;english;global;humanities computing;library & information science"
"9672","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","The Montias Case: an experiment with data reconciliation and provenance between research and cultural heritage institutions","","Leon van Wissen;Chiara Latronico;Veruska Zamborlini;Sandra van Ginhoven","lightning talk","","Cooperation public and research institutions;Dutch Golden Age;Named Entity Recognition in Archival Sources;Provenance;Reconciliation and Disambiguation of Linked Open Data","","15th-17th century;18th century;art history;digital archiving;english;europe;history;linked (open) data;north america"
"9673","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Serving the city: an automatic information extraction for mapping Amsterdam nightlife (1820-1940)","","Leon van Wissen;Claartje Rasterhoff;Thunnis van Oort;Ivan Kisjes","paper, specified ""long paper""","","Entity Reconstruction;Nightlife;Pleasurescapes;Semi-structured Text;Urban History","","19th century;20th century;cultural studies;data modeling;english;europe;history;information retrieval and querying algorithms and methods"
"9674","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Identifying relations between characters in Afrikaans, Tshivenḓa, and Xitsonga book ","","Menno van Zaanen;Benito Trollip;Phathuthsedzo Ramukhadi;Respect Mlambo","paper, specified ""short paper""","","African languages;literary analysis;named entity recognition;network analysis","","africa;contemporary;electronic literature production and analysis;english;literary studies;natural language processing"
"9675","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Features of Timelessness: Intermediate Report on a Quest for Stylistic Features that Mark Literary Canonicity","","Emily Temple;Isabel Bowman;Raymond A. Mar;Joris J. Van Zundert;Karina van Dalen–Oskam;Farzaneh Heidari;Ahn T.P. Nguyen","paper, specified ""short paper""","","canonicity;features;literature;stylometry","","20th century;attribution studies and stylometric analysis;contemporary;english;europe;humanities computing;literary studies;north america"
"9676","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Illuminating Past Labor: Making Transformation Processes of Historical Documents Visible","","Tomas Vancisin;Mary Orr;Uta Hinrichs","paper, specified ""long paper""","","Data Transformation;Historical University Records;Information Visualization;Process Visualization","","18th century;19th century;data, object, and artefact preservation;design studies;english;europe;global;humanities computing;spatial & spatio-temporal analysis, modeling and visualization"
"9677","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Investigation of reliability in public history documents from 18th century","","Cristina Vertan;Walther v. Hahn","lightning talk","","digital history;ontology;uncertainty;vagueness","","15th-17th century;18th century;central/eastern european studies;data modeling;english;europe;humanities computing;information retrieval and querying algorithms and methods"
"9678","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Algorithmically Mapping Historical Fascination in Late Imperial Chinese Literature","","Paul August Vierthaler","paper, specified ""short paper""","","bibliography;china;history;literature;text mining","","15th-17th century;18th century;asia;asian studies;bibliographic analysis;book and print history;english;text mining and analysis"
"9679","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Minimal TEI Publishing with CETEIcean","","Raffaele Viglianti;Hugh Cayless","workshop / tutorial","","minimal computing;publishing;static sites;text encoding","","contemporary;design studies;digital publishing projects, systems, and methods;english;europe;north america;physical & minimal computing"
"9680","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Variorum Editions Across Text and Music: the Early Modern Songscapes Project","","Raffaele Viglianti;Scott Trudell;Sarah Williams","paper, specified ""long paper""","","data modeling;music encoding;performance;scholarly editing;text encoding","","15th-17th century;english;europe;literary studies;manuscripts description, representation, and analysis;musicology;scholarly editing and editions development, analysis, and methods"
"9681","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/"," THE READING EXPERIENCES ONTOLOGY (REO): REUSING AND EXTENDING CIDOC CRM ","","Francois Vignale;Alessio Antonini;Guillaume Gravier","paper, specified ""short paper""","","CIDOC-CRM;digital heritage;history of reading;Ontology management","","19th century;20th century;book and print history;contemporary;cultural studies;data modeling;europe;french;global;linked (open) data"
"9682","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/"," INTEGRATING AN ANNOTATION TOOL INTO A VALIDATION PROCESS: THE CASE OF READ-IT.","","Francois Vignale;Alex Hebing;Julian Gonggrijp;Quentin Morcrette","poster / demo / art installation","","annotation;interface;UX design","","20th century;annotation structures, systems, and methods;book and print history;contemporary;cultural studies;english;europe;global;user experience design and analysis"
"9683","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","The GeoNewsMiner: An interactive spatial humanities tool to visualize geographical references in historical newspapers","","Lorella Viola;Jaap Verheul","paper, specified ""short paper""","","diasporic newspapers;machine learning;NER;Spatial Humanities;transatlantic migration","","19th century;20th century;artificial intelligence and machine learning;comparative (2 or more geographical areas);english;europe;geography and geo-humanities;history;north america;text mining and analysis"
"9684","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Graph models for the genesis of Goethe’s Faust","","Thorsten Vitt","paper, specified ""short paper""","","chronology;digital edition;graphs","","18th century;19th century;computer science;contemporary;data modeling;english;europe;literary studies;scholarly editing and editions development, analysis, and methods"
"9685","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Morgan Papers: Exploring the Correspondence of California’s First Female Architect","","Zach Vowell;Ethan Kusters;Luca Soares;Samuel Verkruyse;Joey Wilson;Foaad Khosmood","paper, specified ""long paper""","","Julia Morgan","","20th century;computer science;english;library & information science;north america;text mining and analysis;user experience design and analysis"
"9686","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Sustaining Digital Humanities Centers, Labs and Institutes","","Katherine L. Walter;Paul Arthur;Carrie Heitman","workshop / tutorial","","Centers;Institutes;Labs;Sustainability","","contemporary;digital ecologies and digital communities creation management and analysis;english;global;history;library & information science;sustainable procedures, systems, and methods"
"9687","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Making Ukiyo-e Easier to Discover: A Recommender System for Digital Archives","","Ryo Akama;Akira Maeda;Kyoji Kawagoe;Biligsaikhan Batjargal;Jiayun Wang","poster / demo / art installation","","Digital Archive;Recommender System;Ukiyo-e","","artificial intelligence and machine learning;asia;computer science;contemporary;english;information retrieval and querying algorithms and methods;library & information science"
"9688","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Can Digital Humanities Help in Finding Research Questions? A Comparative Analysis of the Attitudes Towards Neo-Confucianism Study of the Scholars Today and 300 Years Ago","","Jun Wang;Liyuan Zhang;Haici Yang","paper, specified ""short paper""","","Comparative Analysis;Neo-Confucianism;Network Analysis","","asia;asian studies;bibliographic analysis;contemporary;english;network analysis and graphs theory and application;philosophy"
"9689","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","A Visualization-Assisted Reading Systemfor a Neo-Confucian Canon","","Jun Wang;Xiaoyu Li;Enhua Bian;Linxu Wang;Shuran Liu;Nuo Chen","paper, specified ""short paper""","","Chinese classic literature;knowledge graph;Song-Yuan Xue’an;visualization","","asia;asian studies;english;library & information science;linked (open) data;spatial & spatio-temporal analysis, modeling and visualization"
"9690","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","RISE and SHINE: Introduction to an API-based e-infrastructure for interoperable textual resources and research tools","","Sean Wang","workshop / tutorial","","API;digital research tool;research infrastructure;research software","","asia;comparative (2 or more geographical areas);contemporary;digital research infrastructures development and analysis;english;global;humanities computing;library & information science;software development, systems, analysis and methods"
"9691","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Framing the experience: a study of the history of interfaces to digital humanities projects ","","Claire Warwick","paper, specified ""long paper""","","history of DH;interface design;user studies","","20th century;comparative (2 or more geographical areas);contemporary;digital archiving;english;humanities computing;interface design, development, and analysis;library & information science"
"9692","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","From Public Humanities to Social Remembering: Big Data and the Digital Redlining of Women in Country Music Culture ","","Jada Emily Watson","paper, specified ""short paper""","","big data;country music;digital redlining;gender representation;social remembering","","contemporary;digital biography, personography, and prosopography;english;feminist studies;musicology;north america;public humanities collaborations and methods"
"9693","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Who's Afraid of the Big Bad ?: Researching Trends in the Early Gothic Novel using Word Embeddings","","Maartje Weenink","poster / demo / art installation","","genre formation;gothic;sentiment analysis;word embeddings","","18th century;19th century;database creation, management, and analysis;english;europe;linguistics;literary studies;natural language processing"
"9694","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Conceptual Analysis as Thickening: Influence as an Example","","Allen Renear;Jingzhu Wei","paper, specified ""long paper""","","conceptual analysis;digital humanities;interpretive methods;method","","contemporary;english;global;logic and epistemology;meta-criticism (reflections on digital humanities and humanities computing);philosophy"
"9695","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Prototyping the SF Nexus: Collaborative Models for Digitizing and Curating Speculative Fiction Collections as Data","","Henry Alexander Wermer-Colan;Rikk Mulligan","paper, specified ""long paper""","","Cultural Analytics;Digital Collections;Science Fiction","","19th century;20th century;book and print history;contemporary;cultural analytics;digital libraries creation, management, and analysis;english;europe;literary studies;north america"
"9696","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","CLARIN for DH Scholars","","Leon Wessels","lightning talk","","CLARIN;fair principles;language resources;research infrastructure","","contemporary;digital research infrastructures development and analysis;english;europe;humanities computing;linguistics"
"9697","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Encoding Belief: why digital has become the new location of salvation and destruction.","","David Stewart White","lightning talk","","belief;digital;religion;sacred","","15th-17th century;contemporary;cultural analytics;english;global;history;history of science;rhetorical analysis;theology and religious studies"
"9698","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Creating Digital Collections with Minimal Infrastructure: Hands On with CollectionBuilder for Teaching and Exhibits","","Olivia Wikle;Evan Williamson;Devin Becker","workshop / tutorial","","digital collections;GitHub Pages;metadata;static web","","contemporary;digital libraries creation, management, and analysis;education/ pedagogy;english;global;library & information science;physical & minimal computing"
"9699","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","CollectionBuilder: Using Static Web Technologies to Create Digital Collections and Teach DH Principles","","Olivia Wikle;Evan Williamson;Devin Becker","paper, specified ""short paper""","","digital collections;digital scholarship;Jekyll;static web","","contemporary;digital libraries creation, management, and analysis;education/ pedagogy;english;global;library & information science;physical & minimal computing"
"9700","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Free Land for Whom? Mapping Land Acquisition and Dispossession under the Homestead Act, 1863-1912 ","","Julius Wilm","poster / demo / art installation","","discrimination;GIS;Homestead Act;Indian displacement;real estate","","19th century;20th century;database creation, management, and analysis;english;geography and geo-humanities;history;north america;spatial & spatio-temporal analysis, modeling and visualization"
"9701","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Reassembling Elephants: A Multi-Spatiotemporal Visualization Method for History and Humanities Data","","Florian Windhager;Saminu Salisu;Eva Mayr","paper, specified ""long paper""","","cultural collections;information integration;multiple views;visualization","","19th century;20th century;contemporary;cultural analytics;english;global;history;humanities computing;spatial & spatio-temporal analysis, modeling and visualization"
"9702","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","The Open Knowledge Program: Creating Space for Digital, Public Scholarship","","Caroline Winter;Randa El Khatib;Alyssa Arbuckle;Ray Siemens","paper, specified ""long paper""","","digital humanities;open knowledge;open scholarship;public humanities;social knowledge creation","","contemporary;digital research infrastructures development and analysis;english;humanities computing;north america;public humanities collaborations and methods"
"9703","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","DH Teaching Activities as a Resource for Research: Accessing the DH Course Registry Data via an API","","Tanja Wissik;Hendrik Schmeer;Frank Fischer;Franciska de Jong;Walter Scholger;Leon Wessels","poster / demo / art installation","","API;data access;data publishing;DH teaching","","contemporary;curricular and pedagogical development and analysis;data publishing projects, systems, and methods;education/ pedagogy;english;europe;global;humanities computing"
"9704","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Computation and Rhetorical Invention: Finding Things To Say With word2vec","","Mark Wolff","lightning talk","","invention;machine learning;rhetoric;word2vec","","artificial intelligence and machine learning;contemporary;electronic literature production and analysis;english;europe;literacy, composition, and creative writing;literary studies;north america"
"9705","2020 - Ottawa","Ottawa","carrefours / intersections","2020","ADHO","ADHO","Carleton University;Université d'Ottawa (University of Ottawa)","Ottawa","Ontario","Canada","https://dh2020.adho.org/","Demystifying ADHO, the Alliance of Digital Humanities Organizations","","Glen Worthey;Elisabeth Burr;Brian Croxall;Isabel Galina Russell;Matthew Gold;Leif Isaksen;Diane K. Jakacki;Micki Kaufman;Ernesto Priani Saisó;Ashley Sanders Garcia;Juan Steyn;Sara Sikes","moderated discussion / birds of a feather (BoF)","","ADHO;DH organizations;infrastructure","","comparative (2 or more geographical areas);contemporary;english;global;humanities computing;project design, organization, management"
